Gene_name	Cilia_comments	Cilium_comments	Centrosome_comments	Flagella_comments	Flagellum_comments	Cilia	Cilium	Centrosome	Flagella	Flagellum
ZNF500	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
NME4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ABCC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NOMO3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LMF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FOXF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CIAO3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MTHFSD	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CLCN7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HAGHL	Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
ANTKMT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC7A5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
METRN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FBXO31	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STUB1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RHBDL1	Normal tissue showed moderate to strong cytoplasmic positivity. Cilia of respiratory epithelia and fallopian tube were distinctly stained. Lymphoid tissues and glial cells were negative.	NA	NA	NA	NA	YES	NO	NO	NO	NO
NUBP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UBE2I	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ZP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MEFV	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CRYM	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EEF2K	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CAPN15	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PIEZO1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GSPT1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF174	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CLUAP1	Ciliated cells - Cilium assembly,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium assembly,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
UBFD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PRSS33	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
EARS2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ELOB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GGA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AQP8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CPPED1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
USP31	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HMOX2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DNAJA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CORO7-PAM16	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BFAR	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SALL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TOX3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RBL2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
QPRT	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
XYLT1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PYCARD	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPGRIP1L	Ciliated cells - Cilium assembly,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium assembly,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
MAZ	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STX4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CDIPT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BCKDK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KAT8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NOMO1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IL21R	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SYT17	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMC5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (ciliary rootlets),Respiratory ciliated cells,Ciliated cells - Cilium organization,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (ciliary rootlets)	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
CCP110	Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
VPS35L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC6A2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF40	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KNOP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AQP9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AAGAB	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
IQCH	Ciliated cells - Cilium assembly,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium assembly,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
LACTB	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CORO2B	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Mainly synaptic staining and most likely post-synaptic based on dendritic staining in hippocampus and cerebral cortex. The protein is associated with actin reorganization and it is therefore interesting to find a cilia-like staining pattern in the thalamus.	NA	NA	NA	NA	YES	NO	NO	NO	NO
CSK	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
HERC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIP4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MTFMT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RASL12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AP3B2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ACSBG1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IGDCC4	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RAB11A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CTSH	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TTC23	Trophoblastic cells showed strong cytoplasmic staining while ciliated cells showed strong cytoplasmic and membranous staining. Liver, stromal cells, pancreatic islets and most cells in CNS were negative. Normal tissues in general showed weak to moderate positivity.	NA	NA	NA	NA	YES	NO	NO	NO	NO
CD276	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAH	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CEMIP	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
RPAP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HOMER2	Endometrial ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
EHD4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM87A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF106	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CEP152	NA	NA	Mainly localized to the centrosome. In addition localized to the nucleoplasm.,centrosome,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
ATP8B4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OCA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DTWD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TGM5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM189A1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GABPB1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TJP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BMF	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DMXL2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SCG3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DNAJC17	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EIF3J	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPG11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RHOV	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VPS18	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OIP5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC30A4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BLOC1S6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MYEF2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SGK3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PDGFRL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CSPP1	Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	Localized to the centrosome & centriolar satellites.,centrosome,centrosome,centrosome,centrosome	NA	NA	YES	YES	YES	NO	NO
ZDHHC2	Intestinal goblet cells, islets of Langerhans and the prostate displayed strong cytoplasmic staining. Hematopoietic cells, renal tubules, exocrine pancreas, skeletal muscle and urothelium were moderately stained. Respiratory epithelium showed positivity in cilia. Remaining normal tissues were weakly stained or negative.	NA	NA	NA	NA	YES	NO	NO	NO	NO
BRF2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIM35	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZFAND1	NA	NA	Localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
RP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FZD3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
INTS9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RIPK2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
EYA1	Ciliated cells - Cilium assembly	Ciliated cells - Cilium assembly	NA	NA	NA	YES	YES	NO	NO	NO
NBN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRPA1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CPQ	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DECR1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CALB1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BPNT2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SFRP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LAPTM4B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UBE2W	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
POP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NIPAL2	Weak to moderate cytoplasmic and nuclear positivity was observed in most normal tissues. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Hepatocytes, renal tubules, trophoblastic cells, Leydig cells and muscle tissues were strongly stained.	NA	NA	NA	NA	YES	NO	NO	NO	NO
IKBKB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PLAT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
JPH1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DKK4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STK3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GDAP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RAB2A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EIF3E	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EMC2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ESRP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCN4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NDRG1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZC2HC1A	Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
IL7	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
STMN2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARMC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRPS1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SPAG1	Cytoplasmic expression in seminiferous ducts and in ciliated cells of the respiratory tract, fallopian tube, uterus and efferent ducts of epididymis.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
CHRAC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NCALD	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SNX16	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
GML	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UBR5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GSDMD	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GFUS	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PYCR3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EEF1D	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
